,name,student_body,median_parent_income,median_child_income,cost_of_attendance,pell_aid_per_student,institutional_grant_aid_avg,debt_median,student_income_10_years_median,clusters,cluster
60,Anderson University,2500.0,75900,32600,36824.0,1346.523,9018.36,18750.0,35200.0,2,purple
61,Andrews University,1629.0,73900,37200,35017.0,1376.421,9870.09,20500.0,45200.0,1,pink
63,Angelo State University,5290.0,68400,38500,18915.0,1952.325,2219.2,10500.0,40200.0,2,purple
64,Anna Maria College,1107.0,90400,40700,45599.0,1448.375,12479.88,16000.0,44800.0,1,pink
65,Anne Arundel Community College,13067.0,91100,36000,17491.0,774.5329,422.4,5095.0,36900.0,2,purple
66,Antelope Valley College,12367.0,66600,25700,11616.0,1758.733,0.0,6000.0,27100.0,2,purple
67,Branford Hall Career Institute-Parsippany,119.0,56900,32200,33163.0,2442.738,0.0,8750.0,36400.0,0,light pink
68,Branford Hall Career Institute-Jersey City,251.0,56900,32200,30753.0,2996.621,0.0,8750.0,36400.0,0,light pink
69,Branford Hall Career Institute-North Brunswick,242.0,56900,32200,33892.0,2432.726,0.0,8750.0,36400.0,0,light pink
70,Antonelli College-Jackson,374.0,37200,19300,25643.0,3165.52,0.0,11841.0,20300.0,0,light pink
71,Antonelli College-Cincinnati,173.0,37200,19300,25535.0,3406.699,97.0,11841.0,20300.0,0,light pink
72,Antonelli College-Hattiesburg,209.0,37200,19300,26489.0,4245.907,262.64,11841.0,20300.0,0,light pink
73,Appalachian State University,16116.0,105900,39100,19017.0,1018.27,1556.64,15000.0,38800.0,1,pink
74,Aquinas College,1734.0,94800,39300,36965.0,1245.739,14273.9,17000.0,37300.0,1,pink
75,Arapahoe Community College,8627.0,93800,31700,13599.0,1891.697,1096.8,4500.0,38100.0,2,purple
76,Arcadia University,2482.0,92200,44900,50832.0,1335.56,17894.7,20000.0,44100.0,1,pink
77,Argosy University-The Art Institute of California-San Diego,1634.0,84000,29700,33175.0,2523.198,936.32,9500.0,41400.0,2,purple
78,Argosy University-The Art Institute of California-San Francisco,1052.0,84000,29700,33324.0,2327.504,1584.83,9500.0,41400.0,2,purple
81,Argosy University-Sarasota,142.0,84000,29700,25063.0,1978.132,0.0,9500.0,41400.0,2,purple
82,Argosy University-Chicago,245.0,84000,29700,24616.0,2209.926,1649.46,9500.0,41400.0,2,purple
83,Argosy University-Twin Cities,1072.0,84000,29700,23567.0,1238.982,860.19,9500.0,41400.0,2,purple
84,Argosy University-Hawaii,419.0,84000,29700,25471.0,1752.9879999999998,5165.2,9500.0,41400.0,2,purple
85,Argosy University-Atlanta,422.0,84000,29700,24854.0,2304.754,2976.0,9500.0,41400.0,2,purple
86,Argosy University-The Art Institute of California-Hollywood,1602.0,84000,29700,33908.0,2441.034,1993.66,9500.0,41400.0,2,purple
89,Argosy University-Tampa,131.0,84000,29700,25063.0,1989.0,893.52,9500.0,41400.0,2,purple
90,Argosy University-The Art Institute of California-Los Angeles,1436.0,84000,29700,33573.0,2580.425,1645.56,9500.0,41400.0,2,purple
91,Argosy University-Phoenix,205.0,84000,29700,24672.0,2131.99,0.0,9500.0,41400.0,2,purple
92,Argosy University-Orange County,222.0,84000,29700,25431.0,1906.811,1093.44,9500.0,41400.0,2,purple
93,Argosy University-Seattle,152.0,84000,29700,25847.0,1763.544,0.0,9500.0,41400.0,2,purple
94,Argosy University-The Art Institute of California-Orange County,1417.0,84000,29700,31357.0,2447.243,2521.75,9500.0,41400.0,2,purple
96,Argosy University-Los Angeles,297.0,84000,29700,26169.0,2007.708,1238.02,9500.0,41400.0,2,purple
97,Argosy University-The Art Institute of California-Inland Empire,1974.0,84000,29700,31948.0,2481.898,1364.2,9500.0,41400.0,2,purple
98,Argosy University-Denver,125.0,84000,29700,24368.0,1795.415,0.0,9500.0,41400.0,2,purple
99,Argosy University-The Art Institute of California-Sacramento,993.0,84000,29700,32486.0,2805.3520000000003,2671.68,9500.0,41400.0,2,purple
100,Argosy University-Inland Empire,367.0,84000,29700,26907.0,2298.757,1796.0,9500.0,41400.0,2,purple
101,Argosy University-Nashville,216.0,84000,29700,24169.0,3088.994,890.0,9500.0,41400.0,2,purple
102,Argosy University-San Diego,234.0,84000,29700,28383.0,1666.935,903.74,9500.0,41400.0,2,purple
103,Argosy University-The Art Institute of California-Silicon Valley,436.0,84000,29700,32559.0,2546.625,1149.45,9500.0,41400.0,2,purple
105,Argosy University-Phoenix Online Division,8349.0,84000,29700,33237.0,2948.722,1923.75,9500.0,41400.0,2,purple
106,Arizona State University-Tempe,39316.0,110700,46300,22312.0,1394.193,5795.28,14000.0,47700.0,1,pink
107,Arizona State University-West,3280.0,110700,46300,20252.0,1968.621,5508.0,14000.0,47700.0,1,pink
108,Arizona State University-Polytechnic,3726.0,110700,46300,21578.0,1630.07,4392.12,14000.0,47700.0,1,pink
109,Arizona State University-Downtown Phoenix,9113.0,110700,46300,23298.0,1756.225,6075.75,14000.0,47700.0,1,pink
110,Arizona State University-Skysong,11340.0,110700,46300,20591.0,1508.997,3984.24,14000.0,47700.0,1,pink
111,Northern Arizona University,23189.0,110700,46300,22561.0,1511.73,3804.8,12500.0,40100.0,1,pink
112,University of Arizona,32646.0,110700,46300,24617.0,1379.27,6180.33,12500.0,47300.0,1,pink
113,Arizona Western College,7218.0,38600,28000,14247.0,2569.062,3127.04,3751.0,27700.0,0,light pink
114,Arkansas Northeastern College,1037.0,37100,23400,13646.0,2401.779,1591.2,3000.0,25700.0,0,light pink
115,Arkansas State University-Main Campus,9139.0,60800,34500,19359.0,1954.976,4213.3,10500.0,32200.0,2,purple
116,Arkansas State University-Mountain Home,1240.0,60800,34500,10409.0,3023.441,2187.0,10500.0,32200.0,2,purple
117,Arkansas State University-Beebe,2999.0,63100,29500,12278.0,1368.611,1051.12,4500.0,29400.0,2,purple
118,Arkansas Tech University,8845.0,63200,35100,16518.0,1859.502,3511.5,9057.0,34100.0,2,purple
119,Armstrong State University,6162.0,76000,34600,19983.0,1780.333,436.59,11900.0,39900.0,2,purple
120,Art Center College of Design,1814.0,84800,42800,57738.0,1455.2820000000002,6445.52,29968.0,53600.0,1,pink
121,The Art Institute of Colorado,1414.0,74200,29600,30736.0,1920.71,1139.67,9870.0,33300.0,2,purple
122,The Art Institute of Fort Lauderdale,1514.0,55400,25700,29986.0,2347.033,1238.01,14042.0,30500.0,0,light pink
123,The Art Institute of Houston,1887.0,58000,30300,31055.0,2357.186,944.25,11198.0,34100.0,0,light pink
124,The Art Institute of Austin,1189.0,58000,30300,30833.0,2301.299,1444.0,11198.0,34100.0,0,light pink
125,The Art Institute of San Antonio,1070.0,58000,30300,30622.0,2014.62,1568.66,11198.0,34100.0,0,light pink
126,The Art Institute of New York City,898.0,45900,26900,29996.0,2978.593,924.3,11667.0,29500.0,0,light pink
127,The Art Institute of Philadelphia,1953.0,68000,27900,32168.0,2187.696,972.0,10500.0,30600.0,2,purple
128,Brown Mackie College-Tucson,611.0,73600,32300,24379.0,2943.807,1302.04,10647.0,29400.0,2,purple
129,Brown Mackie College-Merrillville,512.0,73600,32300,23295.0,3050.761,982.12,10647.0,29400.0,2,purple
130,Brown Mackie College-Michigan City,112.0,73600,32300,23955.0,3005.476,618.64,10647.0,29400.0,2,purple
131,Brown Mackie College-South Bend,340.0,73600,32300,23896.0,2724.422,746.3,10647.0,29400.0,2,purple
132,Brown Mackie College-Louisville,1120.0,73600,32300,23488.0,2938.451,712.89,10647.0,29400.0,2,purple
133,Brown Mackie College-Northern Kentucky,306.0,73600,32300,23748.0,2719.6690000000003,810.9,10647.0,29400.0,2,purple
134,The Art Institute of Las Vegas,952.0,73600,32300,29462.0,2479.177,2075.18,10647.0,29400.0,2,purple
135,Brown Mackie College-North Canton,471.0,73600,32300,23911.0,2897.161,543.84,10647.0,29400.0,2,purple
136,Brown Mackie College-Cincinnati,918.0,73600,32300,23847.0,2936.501,513.04,10647.0,29400.0,2,purple
137,Brown Mackie College-Akron,533.0,73600,32300,23338.0,2688.8140000000003,929.66,10647.0,29400.0,2,purple
138,Ross College-Quad Cities,369.0,73600,32300,23512.0,3004.908,413.1,10647.0,29400.0,2,purple
139,Brown Mackie College-Findlay,369.0,73600,32300,22953.0,2658.723,1481.76,10647.0,29400.0,2,purple
140,Brown Mackie College-Fort Wayne,507.0,73600,32300,23630.0,2791.737,1193.68,10647.0,29400.0,2,purple
141,Brown Mackie College-Atlanta,919.0,73600,32300,25812.0,3022.113,1185.84,10647.0,29400.0,2,purple
142,Ross College-Hopkinsville,222.0,73600,32300,24403.0,2870.628,1040.82,10647.0,29400.0,2,purple
143,The Art Institute of Phoenix,1009.0,73600,32300,29650.0,2752.506,1770.66,10647.0,29400.0,2,purple
144,The Art Institute of Tucson,388.0,73600,32300,29125.0,2955.03,1733.04,10647.0,29400.0,2,purple
145,Brown Mackie College-Miami,919.0,73600,32300,25864.0,3192.915,890.0,10647.0,29400.0,2,purple
146,The Art Institute of Indianapolis,834.0,73600,32300,27320.0,1878.279,1091.4,10647.0,29400.0,2,purple
147,The Art Institute of Salt Lake City,375.0,73600,32300,27173.0,2736.876,1305.72,10647.0,29400.0,2,purple
148,Brown Mackie College-Indianapolis,995.0,73600,32300,24287.0,2980.718,487.21,10647.0,29400.0,2,purple
149,The Art Institutes International-Kansas City,376.0,73600,32300,31064.0,2207.678,1351.36,10647.0,29400.0,2,purple
150,Brown Mackie College-Boise,356.0,73600,32300,24279.0,2732.659,941.62,10647.0,29400.0,2,purple
151,Brown Mackie College-Tulsa,543.0,73600,32300,23704.0,3167.506,0.0,10647.0,29400.0,2,purple
152,Brown Mackie College-Phoenix,648.0,73600,32300,23339.0,2850.744,612.0,10647.0,29400.0,2,purple
153,Brown Mackie College-Greenville,708.0,73600,32300,23401.0,3194.948,398.72,10647.0,29400.0,2,purple
154,Brown Mackie College-Albuquerque,767.0,73600,32300,24259.0,2974.012,702.24,10647.0,29400.0,2,purple
155,Brown Mackie College-St Louis,504.0,73600,32300,22343.0,2701.391,344.45,10647.0,29400.0,2,purple
156,Brown Mackie College-San Antonio,841.0,73600,32300,23849.0,2902.193,503.58,10647.0,29400.0,2,purple
157,The Art Institute of Wisconsin,529.0,73600,32300,26182.0,2102.155,1089.24,10647.0,29400.0,2,purple
158,Brown Mackie College-Birmingham,898.0,73600,32300,23770.0,3024.293,355.2,10647.0,29400.0,2,purple
161,The Art Institute of Pittsburgh,1279.0,63800,26100,31169.0,2254.885,1264.56,8808.0,33000.0,2,purple
162,The Art Institute of Pittsburgh-Online Division,9374.0,63800,26100,28930.0,1412.977,1744.32,8808.0,33000.0,2,purple
163,The Art Institute of Portland,1111.0,78400,25200,31333.0,2162.213,1389.58,11791.0,33900.0,2,purple
164,The Art Institute of Seattle,1378.0,78700,29000,32199.0,1634.2679999999998,1665.18,9500.0,35600.0,2,purple
165,The Art Institutes of York-PA,368.0,74500,30800,29814.0,1750.9620000000002,2033.22,21000.0,33300.0,2,purple
166,The Art Institutes International-Minnesota,932.0,77200,33400,31739.0,2010.733,1744.68,13353.0,36500.0,2,purple
167,Asbury University,1499.0,91700,33800,34962.0,1482.573,9356.73,17000.0,34900.0,1,pink
168,Asheville-Buncombe Technical Community College,5861.0,62200,25000,13049.0,1952.536,561.2,6579.0,28900.0,2,purple
169,Ashland University,3227.0,84600,39200,41577.0,1147.562,12914.64,18750.0,40400.0,1,pink
170,Asnuntuck Community College,1316.0,83300,31500,11800.0,1604.442,1375.22,4000.0,36300.0,2,purple
171,Assumption College,2193.0,120100,57500,47428.0,917.8224,17102.8,25000.0,55200.0,3,dark purple
173,Atlanta Metropolitan State College,2850.0,38900,23800,15397.0,2900.228,6874.41,3500.0,28000.0,0,light pink
174,Atlanta Technical College,4017.0,32000,18000,9908.0,3702.889,488.61,5512.0,22000.0,0,light pink
175,Atlantic Cape Community College,6359.0,60000,26500,14048.0,1762.443,327.98,5212.0,27400.0,0,light pink
176,Auburn University,20514.0,123200,47300,25282.0,671.3774,3594.46,16358.5,48800.0,1,pink
177,Auburn University at Montgomery,4304.0,73600,35400,17903.0,1647.905,1209.3,8741.0,33300.0,2,purple
178,Augsburg University,2532.0,99100,49000,44986.0,1609.975,12196.03,20500.0,46800.0,1,pink
179,Augusta Technical College,4114.0,46700,22800,15283.0,3278.611,373.41,5015.0,24900.0,0,light pink
180,Augustana College,2469.0,114300,53700,46882.0,856.4512,17779.92,25775.0,52000.0,1,pink
181,Augustana University,1619.0,93200,44200,37968.0,828.2984,15662.59,24250.0,43700.0,1,pink
182,Aurora University,3199.0,87100,43500,31767.0,1549.414,8774.1,14000.0,42700.0,1,pink
183,Austin College,1272.0,109300,49700,47404.0,1172.778,16974.72,23250.0,48200.0,1,pink
184,Austin Community College District,32581.0,77100,32100,12426.0,1036.93,231.0,3500.0,35700.0,2,purple
185,Austin Peay State University,9003.0,66600,33500,19386.0,2440.072,3768.24,12000.0,34900.0,2,purple
186,Automotive Training Center-Exton,372.0,74600,39900,18188.0,2380.889,10437.63,13500.0,44100.0,2,purple
187,Automotive Training Center-Warminster,319.0,74600,39900,17509.0,2346.514,5173.0,13500.0,44100.0,2,purple
188,Aveda Institute-Minneapolis,515.0,83400,21400,18936.0,1049.683,1867.89,6459.0,30100.0,2,purple
190,Aveda Institute-Covington,1587.0,63000,16200,22626.0,1733.2220000000002,0.0,9500.0,22800.0,0,light pink
191,Averett University,836.0,65400,35500,37868.0,2036.586,12549.86,16500.0,41800.0,2,purple
192,Averett University-Non-Traditional Programs,702.0,65400,35500,26575.0,1038.343,0.0,16500.0,41800.0,2,purple
193,Avila University,1321.0,88200,44800,36178.0,1732.063,11610.48,17469.0,44100.0,1,pink
194,Azusa Pacific University,5918.0,103700,42100,45472.0,1142.2910000000002,8995.4,14641.0,51100.0,1,pink
195,Los Angeles Pacific University,1055.0,103700,42100,20604.0,1451.713,0.0,14641.0,51100.0,1,pink
196,Babson College,2107.0,140500,95300,60494.0,707.2268,15119.04,26000.0,96100.0,3,dark purple
197,Bainbridge State College,2227.0,35300,21900,8962.0,2796.045,440.0,5753.0,25200.0,0,light pink
198,Baker College of Owosso,2489.0,61400,22500,18499.0,2438.041,1859.52,9500.0,27200.0,0,light pink
199,Baker College,3684.0,61400,22500,18597.0,2792.712,2168.88,9500.0,27200.0,0,light pink
200,Baker College of Muskegon,3453.0,61400,22500,18967.0,2327.285,1672.65,9500.0,27200.0,0,light pink
201,Baker College of Port Huron,794.0,61400,22500,17554.0,2756.055,2009.82,9500.0,27200.0,0,light pink
202,Baker College of Auburn Hills,2668.0,61400,22500,17524.0,2020.027,1516.32,9500.0,27200.0,0,light pink
203,Baker College of Clinton Township,3588.0,61400,22500,17941.0,2191.613,1402.44,9500.0,27200.0,0,light pink
204,Baker College of Cadillac,1326.0,61400,22500,18550.0,2356.344,1552.8,9500.0,27200.0,0,light pink
205,Baker College of Jackson,1920.0,61400,22500,17565.0,2412.401,1918.8,9500.0,27200.0,0,light pink
206,Baker College Center for Graduate Studies,3905.0,61400,22500,19118.0,1607.646,300.0,9500.0,27200.0,0,light pink
207,Baker College of Allen Park,3325.0,61400,22500,18230.0,2423.251,1606.86,9500.0,27200.0,0,light pink
208,Baker University,1649.0,96200,45800,39122.0,1385.455,12401.25,20412.5,51300.0,1,pink
211,Baldwin Wallace University,3276.0,89200,46100,38441.0,1351.804,13260.54,22500.0,44400.0,1,pink
212,Ball State University,15895.0,94900,40100,21807.0,1517.4070000000002,3774.33,17078.0,41100.0,1,pink
213,Cortiva Institute-Baltimore,327.0,70600,19500,21314.0,1399.254,1098.0,6967.0,29400.0,2,purple
214,Cortiva Institute-York,38.0,70600,19500,21518.0,1175.907,0.0,6967.0,29400.0,2,purple
215,Baptist Bible College,317.0,67700,27100,17281.0,2146.458,0.0,12880.0,29000.0,2,purple
216,Clarks Summit University,570.0,67500,23500,28867.0,1776.744,6662.7,10500.0,32000.0,2,purple
217,Longy School of Music of Bard College,59.0,117900,30900,46878.0,969.5833,13027.44,19500.0,39700.0,1,pink
218,Bard College,2021.0,117900,30900,62572.0,805.1291,20212.48,19500.0,39700.0,1,pink
219,Barnard College,2556.0,148000,56300,61171.0,831.0359,14889.15,15500.0,57900.0,3,dark purple
220,Barry University,3913.0,69500,39200,43885.0,2136.32,13066.84,18500.0,45800.0,1,pink
223,Barton College,998.0,87500,39300,38209.0,1987.315,9440.34,20500.0,38100.0,1,pink
224,Barton County Community College,2646.0,52600,31600,13109.0,579.6541,924.26,4849.0,31300.0,0,light pink
225,Bates College,1773.0,176900,55900,61000.0,484.5168,15346.27,15500.0,59200.0,3,dark purple
226,Bates Technical College,981.0,65000,29900,11772.0,708.5471,169.48,4940.0,38800.0,2,purple
227,Bay de Noc Community College,1777.0,64800,27200,13251.0,2471.172,792.39,6500.0,29700.0,2,purple
228,Bay Path University,1574.0,84100,35800,41344.0,2030.933,14339.7,14908.5,42700.0,1,pink
229,Bay State College,1108.0,55000,25300,34570.0,2103.763,4125.1,15250.0,32100.0,0,light pink
230,Baylor University,13801.0,132400,50300,53797.0,880.7461,14602.77,19737.5,51600.0,3,dark purple
231,Beaufort County Community College,1525.0,46400,22200,15290.0,2179.058,316.8,8566.0,25900.0,0,light pink
232,Becker College,1975.0,75500,33100,45609.0,1557.276,11196.03,15439.0,43800.0,1,pink
233,Bel-Rea Institute of Animal Technology,489.0,81700,29800,22889.0,1717.056,0.0,21081.0,29600.0,2,purple
234,Belhaven University,2546.0,77300,32200,31730.0,1988.078,5520.63,13050.5,37300.0,2,purple
235,Bellarmine University,2499.0,98200,46700,49508.0,846.0531,16653.12,19500.0,45700.0,1,pink
236,Bellevue College,5346.0,97000,37700,12877.0,560.1092,187.32,6148.0,43500.0,2,purple
237,Bellevue University,6185.0,73100,40000,15400.0,423.8672,42.5,9500.0,53600.0,2,purple
238,Bellingham Technical College,724.0,63900,25800,10485.0,1729.447,529.2,8126.0,43600.0,2,purple
239,Belmont Abbey College,1545.0,97900,38100,31278.0,1922.229,14201.1,17050.0,38200.0,1,pink
240,Belmont College,985.0,53000,26800,8488.0,2569.637,1951.2,6600.5,29600.0,0,light pink
241,Belmont University,5778.0,116700,37900,43030.0,717.9385,6086.6,18750.0,44100.0,1,pink
242,Beloit College,1225.0,109800,40600,50378.0,710.4119999999999,20378.7,23250.0,42400.0,1,pink
243,Benedictine College,1836.0,90200,43400,37663.0,878.9918,10490.26,18500.0,40100.0,1,pink
244,Benedictine University,3750.0,104500,54800,35143.0,1470.628,8238.75,12750.0,49000.0,1,pink
245,Bennett College,553.0,50000,33400,30549.0,3244.26,3326.96,13455.0,30600.0,0,light pink
246,Bennington College,631.0,99200,19700,61920.0,886.7631,22182.3,19500.0,29500.0,1,pink
247,Bentley University,4190.0,119600,79800,56768.0,634.1507,14055.4,25820.5,86900.0,3,dark purple
248,Bergen Community College,14530.0,72000,33900,11776.0,1203.054,0.0,5500.0,38400.0,2,purple
249,Berkeley College-New York,4388.0,42500,36500,36345.0,2697.616,4368.6,9956.0,40800.0,0,light pink
251,Berkeley College-Woodland Park,3622.0,51200,37600,36903.0,2903.438,4649.24,8295.0,39600.0,0,light pink
252,Berklee College of Music,4743.0,119300,27400,58249.0,768.3688,9196.2,15600.0,30300.0,1,pink
253,Berkshire Community College,1867.0,66000,28700,12834.0,1735.851,645.57,5500.0,30700.0,2,purple
254,Berry College,2065.0,103100,43400,43283.0,1102.852,13675.9,15750.0,40000.0,1,pink
256,Bethany College,716.0,77600,42400,39082.0,1872.805,12546.95,17453.0,40400.0,1,pink
257,Bethany College,637.0,73700,39800,35133.0,1573.819,10832.4,12000.0,40200.0,1,pink
258,Bethany Lutheran College,503.0,76000,35500,33417.0,1558.933,11108.44,15306.0,34800.0,2,purple
259,Bethel College-Indiana,1520.0,81300,31500,34378.0,2162.757,9666.2,16500.0,37800.0,1,pink
260,Bethel University,4638.0,54700,34500,29309.0,2453.987,5871.75,12249.0,38600.0,0,light pink
261,Bethel University,2936.0,100000,40200,43974.0,1021.468,11671.92,19000.0,47300.0,1,pink
264,Bethune-Cookman University,3897.0,43000,32500,27130.0,3562.303,5059.2,13500.0,29200.0,0,light pink
266,Big Bend Community College,1614.0,64400,31700,12365.0,2005.889,665.26,5637.0,34900.0,2,purple
267,Binghamton University,13372.0,104400,65700,22688.0,1208.065,951.28,16000.0,61600.0,1,pink
268,Biola University,4364.0,95300,35700,46162.0,1274.068,8889.96,18980.0,44500.0,1,pink
269,Birmingham Southern College,1180.0,137900,48100,45162.0,855.9277,18886.48,21500.0,46700.0,3,dark purple
271,Bismarck State College,3212.0,68300,40400,11574.0,849.4639,572.0,6255.0,44800.0,2,purple
272,Black Hawk College,4250.0,74000,30500,10893.0,1604.556,1486.8,3500.0,29000.0,2,purple
273,Black River Technical College,1547.0,41100,23600,11865.0,3254.353,1803.51,5602.0,26100.0,0,light pink
274,Blackburn College,578.0,65800,41300,25292.0,1961.169,5606.9,13250.0,37400.0,2,purple
275,Blackhawk Technical College,2471.0,73400,28700,13490.0,2035.266,497.0,5250.0,31300.0,2,purple
276,Bladen Community College,1130.0,36100,19500,13404.0,1561.537,585.36,3500.0,23400.0,0,light pink
277,Blinn College,17095.0,83400,37100,15142.0,524.543,578.88,5500.0,37500.0,2,purple
278,Bloomfield College,1933.0,40800,35600,39473.0,2742.271,6165.9,16100.0,38200.0,0,light pink
279,Bloomsburg University of Pennsylvania,9109.0,89800,45700,21631.0,1107.514,1800.5,17750.0,44500.0,1,pink
280,Blue Mountain Community College,1388.0,61400,27500,14038.0,1215.536,1205.05,7000.0,30200.0,2,purple
281,Blue Ridge Community College,1812.0,60800,22600,13838.0,1408.813,1596.32,5500.0,25800.0,0,light pink
282,Blue Ridge Community College,3551.0,71600,31000,11805.0,1191.204,635.5,5500.0,32100.0,2,purple
283,Bluefield State College,1529.0,54700,24800,14965.0,2575.288,995.2,11000.0,26600.0,0,light pink
284,Bluffton University,896.0,77100,42400,41351.0,1468.091,13553.6,19031.0,39000.0,1,pink
285,Boise State University,16206.0,77100,31900,18651.0,1437.162,3370.84,12690.5,37100.0,2,purple
286,Boricua College,1104.0,28900,23200,26225.0,2360.043,558.0,5360.0,32800.0,0,light pink
287,Bossier Parish Community College,6710.0,63000,27600,13362.0,2975.001,1245.42,7220.0,30700.0,2,purple
288,Boston College,9483.0,168400,71800,60690.0,584.281,15002.4,19000.0,72500.0,3,dark purple
289,Boston University,16457.0,126800,62000,61396.0,602.6884,13577.72,23500.0,65300.0,3,dark purple
290,Bowdoin College,1797.0,177600,61000,59900.0,580.7379,16802.1,18600.0,65500.0,3,dark purple
291,Bowling Green State University-Firelands,1573.0,92800,42600,13728.0,1708.906,753.5,16250.0,40500.0,1,pink
292,Bowling Green State University-Main Campus,13697.0,92800,42600,22998.0,1376.293,3056.2,16250.0,40500.0,1,pink
293,Bradford School,443.0,54100,22100,22570.0,2269.504,903.68,12000.0,26200.0,0,light pink
294,Bradford School,413.0,69400,23400,24137.0,2589.531,4007.64,11968.0,27300.0,2,purple
295,Bradley University,4585.0,112900,54900,42090.0,1013.278,11560.12,23438.0,53600.0,1,pink
296,Brandeis University,3715.0,142700,63100,61023.0,830.4231,17645.34,26000.0,57900.0,3,dark purple
297,Brazosport College,3164.0,74000,35700,9934.0,597.0943,289.6,3500.0,35000.0,2,purple
298,Brenau University,1581.0,87000,34600,35745.0,1940.116,10540.14,13038.0,42000.0,1,pink
299,Brevard College,696.0,93900,29300,36307.0,1698.09,11651.22,11000.0,31600.0,1,pink
300,Brewton-Parker College,472.0,63400,30400,24104.0,1869.84,5503.7,9500.0,31900.0,2,purple
301,Briar Cliff University,964.0,74400,39500,38198.0,1643.263,12666.72,13072.0,41900.0,1,pink
302,Briarcliffe College,1719.0,64800,34200,22121.0,3343.447,3060.21,15000.0,37200.0,2,purple
305,Bridgewater College,1768.0,91300,42100,42376.0,1058.148,18635.76,20000.0,42500.0,1,pink
306,Bridgewater State University,9500.0,93300,45400,19877.0,1021.346,538.33,16387.0,45300.0,1,pink
307,Brigham Young University-Provo,27163.0,119600,32600,17236.0,1516.931,2433.9,7500.0,59700.0,1,pink
308,Brigham Young University-Hawaii,2522.0,93200,22600,16128.0,1196.441,2988.5,5267.0,42200.0,2,purple
309,Brigham Young University-Idaho,23865.0,92600,22600,11139.0,1612.41,590.72,5500.0,42700.0,2,purple
310,Bristol Community College,8232.0,69500,31100,10981.0,1362.739,530.5,3100.0,31800.0,2,purple
311,Brookdale Community College,12077.0,93200,33800,11072.0,989.399,229.71,5500.0,34200.0,2,purple
312,Brookline College-Phoenix,1357.0,30000,16200,31715.0,2610.073,2632.43,9335.0,21900.0,0,light pink
313,Brookline College-Tempe,404.0,30000,16200,26465.0,2854.04,158.41,9335.0,21900.0,0,light pink
314,Brookline College-Tucson,507.0,30000,16200,26229.0,2954.784,4151.25,9335.0,21900.0,0,light pink
315,Brookline College-Albuquerque,340.0,30000,16200,26502.0,3048.771,3016.86,9335.0,21900.0,0,light pink
316,Brooks Institute,415.0,95300,30500,32323.0,2115.13,2752.82,24500.0,31200.0,1,pink
317,SUNY Broome Community College,5556.0,65700,28800,10659.0,1892.981,562.27,5500.0,31400.0,2,purple
318,Broward College,39175.0,54900,30200,14279.0,1742.47,763.23,3500.0,34900.0,0,light pink
319,Sanford-Brown College-Mendota Heights,150.0,67800,31000,22673.0,2954.377,1785.68,19943.0,33200.0,2,purple
320,Sanford-Brown College-Brooklyn Center,169.0,67800,31000,26050.0,4508.043,1780.0,19943.0,33200.0,2,purple
321,Brown University,6264.0,197000,66900,60460.0,596.2275,16399.68,14905.0,67500.0,3,dark purple
323,Bryan College-Dayton,1124.0,78800,28100,30569.0,1327.4,5449.2,8500.0,41300.0,2,purple
324,Bryant University,3302.0,116900,73300,52507.0,654.3774,14116.0,25278.5,69300.0,3,dark purple
325,Bryn Mawr College,1303.0,125400,47400,59760.0,830.2239,20025.24,22638.5,54600.0,3,dark purple
326,Bucknell University,3528.0,149800,71800,61060.0,434.9771,13422.18,26467.0,70800.0,3,dark purple
327,Bucks County Community College,8532.0,87000,33100,11887.0,746.9047,99.96,5451.5,38600.0,2,purple
330,Buena Vista University,1892.0,69800,45900,40430.0,1961.975,13704.6,16000.0,40000.0,1,pink
331,Bunker Hill Community College,12696.0,49500,29300,12138.0,1638.102,1329.35,4500.0,35100.0,0,light pink
332,Rowan College at Burlington County,8668.0,83200,33500,11817.0,1019.42,712.98,4500.0,36600.0,2,purple
333,Butler County Community College,3217.0,66300,32400,8490.0,1278.497,0.0,4786.0,31100.0,2,purple
334,Butler Community College,7218.0,75200,28800,12154.0,1542.29,1602.3,5250.0,32800.0,2,purple
335,Butler University,4013.0,121500,57300,48784.0,678.2825,12784.76,24700.0,56600.0,3,dark purple
336,Butte College,11164.0,64100,27300,11324.0,1739.503,133.7,6075.0,31300.0,2,purple
337,CUNY Bernard M Baruch College,14420.0,42800,57600,15519.0,1977.762,3153.36,7500.0,57200.0,0,light pink
338,CUNY Borough of Manhattan Community College,25849.0,33500,31900,14037.0,2780.5370000000003,1252.68,4715.5,36000.0,0,light pink
339,CUNY Bronx Community College,10685.0,29700,28700,15107.0,2800.739,0.0,5000.0,34800.0,0,light pink
340,CUNY Brooklyn College,12925.0,52200,44300,15117.0,2101.063,3227.84,6504.0,43900.0,0,light pink
341,CUNY Hunter College,15778.0,49800,44400,15198.0,1786.27,2486.25,7085.5,47200.0,0,light pink
342,CUNY John Jay College of Criminal Justice,12758.0,41800,45200,13734.0,2413.065,1550.0,6736.0,44900.0,0,light pink
343,CUNY LaGuardia Community College,17069.0,33800,31800,14488.0,1717.979,0.0,3500.0,35000.0,0,light pink
344,CUNY Lehman College,9417.0,32500,40700,11863.0,2171.038,2390.58,6000.0,43100.0,0,light pink
